id,name,type,location,price,amenities
812,Elite Arcade,Commercial,Tukkuguda,5971050,"Parking, Security, Power Backup, Solar Water Heater, Children's Park"
813,Meadow Enclave,Villa,Adibatla,22328358,"Security, Parking, Garden, Children's Park"
814,Maple Arcade,Commercial,Bachupally,10027220,"Gym, Lift, Parking, Solar Water Heater"
815,Orchid Residency,Apartment,Kokapet,18144608,"Swimming Pool, CCTV, Parking, Clubhouse, Power Backup, Children's Park"
816,Golden Enclave,Villa,Tukkuguda,12907780,"Solar Water Heater, Children's Park, Home Automation, Lift, Parking"
817,Maple Arcade,Commercial,Beeramguda,6467987,"Garden, Solar Water Heater, Power Backup, Swimming Pool, CCTV, Lift"
818,Palm Heights,Apartment,Beeramguda,4661415,"Garden, CCTV, Children's Park, Gym"
819,Sunshine Villas,Villa,Patancheru,18775077,"Security, Power Backup, Children's Park, CCTV, Parking"
820,Sunshine Towers,Apartment,Patancheru,7211582,"Security, Power Backup, Swimming Pool, Parking"
821,Palm Plaza,Commercial,Narsingi,13699335,"Solar Water Heater, Gym, Swimming Pool, Security, Power Backup, Children's Park"
822,Lakeview Flats,Apartment,Patancheru,7400601,"Home Automation, CCTV, Parking, Gym"
823,Golden Residency,Apartment,HITEC City,14902845,"Garden, Solar Water Heater, CCTV, Power Backup, Parking"
824,Orchid Towers,Apartment,Patancheru,5559457,"Children's Park, Lift, Solar Water Heater, Home Automation"
825,Meadow Enclave,Villa,Kondapur,17133886,"Garden, Solar Water Heater, Lift, Clubhouse, Home Automation"
826,Maple Enclave,Villa,Beeramguda,19321366,"Parking, Power Backup, Lift"
827,Maple Heights,Apartment,Beeramguda,6768720,"Lift, Home Automation, Children's Park, Power Backup, Security, Garden"
828,Palm Towers,Apartment,Miyapur,9668624,"Security, Garden, Power Backup, Gym"
829,Palm Gardens,Villa,Adibatla,22597450,"Parking, Home Automation, Garden, CCTV, Children's Park, Solar Water Heater"
830,Orchid Gardens,Villa,Tukkuguda,12105088,"Gym, Children's Park, Solar Water Heater, Garden"
831,Sunshine Arcade,Commercial,Patancheru,19863384,"Solar Water Heater, Swimming Pool, Home Automation, CCTV"
832,Palm Towers,Apartment,Bachupally,10904680,"Children's Park, Clubhouse, Home Automation, CCTV, Solar Water Heater, Parking"
833,Orchid Plaza,Commercial,Tukkuguda,19641588,"Children's Park, Home Automation, Security, Solar Water Heater, Parking"
834,Lakeview Arcade,Commercial,Adibatla,9304300,"Gym, Swimming Pool, Clubhouse, Power Backup, Solar Water Heater, Lift"
835,Palm Plaza,Commercial,Narsingi,12864354,"Home Automation, Security, Swimming Pool, Clubhouse"
836,Orchid Plaza,Commercial,Kokapet,26456790,"Home Automation, Garden, Power Backup, Children's Park, Swimming Pool"
837,Golden Heights,Apartment,Miyapur,6054750,"Gym, Clubhouse, Swimming Pool, Garden, Lift, Power Backup"
838,Skyline Villas,Villa,Madhapur,18534590,"Parking, Garden, CCTV, Swimming Pool"
839,Golden Residency,Apartment,Beeramguda,6834782,"Gym, Home Automation, Security, Swimming Pool"
840,Lakeview Villas,Villa,Narsingi,14900398,"Swimming Pool, CCTV, Security, Solar Water Heater, Power Backup, Lift"
841,Skyline Estates,Villa,Bachupally,19502260,"Children's Park, Clubhouse, CCTV, Lift, Garden"
842,Elite Villas,Villa,HITEC City,47136726,"Power Backup, Garden, Parking, Clubhouse"
843,Orchid Heights,Apartment,Gachibowli,15598842,"CCTV, Lift, Gym, Power Backup, Solar Water Heater, Home Automation"
844,Maple Gardens,Villa,Gachibowli,28660951,"Garden, Lift, Power Backup, CCTV"
845,Maple Plaza,Commercial,Tukkuguda,6988183,"Home Automation, Parking, Clubhouse, Power Backup, Security"
846,Orchid Plaza,Commercial,Bachupally,22430364,"Garden, Clubhouse, Solar Water Heater, Gym, Home Automation, Power Backup"
847,Orchid Heights,Apartment,Kondapur,8968170,"CCTV, Power Backup, Parking, Home Automation, Gym"
848,Orchid Villas,Villa,Madhapur,25743582,"Swimming Pool, Children's Park, Power Backup"
849,Orchid Residency,Apartment,HITEC City,18502848,"Lift, Swimming Pool, Children's Park, Power Backup"
850,Sunshine Estates,Villa,HITEC City,28230762,"Children's Park, Clubhouse, Security, Lift, Power Backup, Home Automation"
851,Sunshine Centre,Commercial,Adibatla,6749255,"Home Automation, Swimming Pool, Solar Water Heater"
852,Maple Centre,Commercial,Narsingi,35713790,"Parking, CCTV, Swimming Pool, Power Backup"
853,Skyline Towers,Apartment,Kondapur,8873592,"Swimming Pool, Gym, Home Automation, Children's Park"
854,Palm Villas,Villa,Bachupally,18113139,"Swimming Pool, Security, Children's Park, Power Backup, Gym"
855,Maple Flats,Apartment,Tukkuguda,7020524,"Lift, Clubhouse, Children's Park, Power Backup, CCTV, Security"
856,Lakeview Flats,Apartment,Beeramguda,7111479,"Garden, Gym, Power Backup"
857,Orchid Towers,Apartment,Kokapet,14762980,"Power Backup, Swimming Pool, Children's Park"
858,Maple Towers,Apartment,Beeramguda,3857490,"Parking, Power Backup, Lift"
859,Palm Heights,Apartment,Jubilee Hills,9996272,"Clubhouse, Home Automation, CCTV"
860,Lakeview Villas,Villa,Patancheru,15727299,"Children's Park, Power Backup, Gym"
861,Lakeview Heights,Apartment,Jubilee Hills,15506880,"Power Backup, CCTV, Gym"
862,Golden Square,Commercial,HITEC City,26468816,"Lift, Power Backup, Security"
863,Golden Towers,Apartment,Jubilee Hills,10144104,"Swimming Pool, Lift, Children's Park"
864,Sunshine Arcade,Commercial,Gachibowli,48429390,"Home Automation, CCTV, Power Backup, Parking"
865,Golden Arcade,Commercial,Miyapur,39362680,"Home Automation, Clubhouse, Security, Parking"
866,Maple Centre,Commercial,Beeramguda,14452256,"CCTV, Gym, Clubhouse, Swimming Pool, Home Automation, Lift"
867,Sunshine Plaza,Commercial,Narsingi,27335864,"Garden, Security, Clubhouse, CCTV, Solar Water Heater"
868,Palm Villas,Villa,Patancheru,21092680,"Security, Power Backup, Gym, Lift, Children's Park"
869,Orchid Heights,Apartment,Patancheru,5614518,"Power Backup, Home Automation, CCTV, Garden, Swimming Pool"
870,Lakeview Gardens,Villa,Gachibowli,20785732,"Security, Garden, Lift"
871,Elite Gardens,Villa,HITEC City,21535501,"Solar Water Heater, Power Backup, Garden, CCTV"
872,Golden Estates,Villa,Kokapet,25773220,"Home Automation, Lift, Garden, Power Backup"
873,Skyline Square,Commercial,Jubilee Hills,29479647,"Parking, Clubhouse, Children's Park"
874,Golden Residency,Apartment,Adibatla,6244592,"Children's Park, CCTV, Garden"
875,Orchid Residency,Apartment,Jubilee Hills,11771550,"Solar Water Heater, Children's Park, Clubhouse, Garden"
876,Sunshine Towers,Apartment,Kokapet,14026992,"CCTV, Power Backup, Solar Water Heater, Home Automation"
877,Maple Flats,Apartment,Jubilee Hills,15209997,"Power Backup, Children's Park, CCTV, Parking, Lift"
878,Golden Villas,Villa,Jubilee Hills,42339912,"Home Automation, Gym, CCTV, Swimming Pool, Lift, Power Backup"
879,Meadow Villas,Villa,Kokapet,34619622,"Gym, Home Automation, Clubhouse, Garden"
880,Lakeview Enclave,Villa,Patancheru,17383690,"Swimming Pool, Home Automation, Children's Park, Gym, Power Backup"
881,Skyline Flats,Apartment,Kokapet,15192594,"Children's Park, Home Automation, CCTV"
882,Elite Estates,Villa,Kondapur,19346480,"Garden, Gym, Clubhouse, Power Backup, Children's Park"
883,Maple Estates,Villa,Miyapur,15896640,"Power Backup, Solar Water Heater, Home Automation, Clubhouse, Children's Park"
884,Sunshine Arcade,Commercial,Adibatla,7559935,"Solar Water Heater, Clubhouse, Swimming Pool, Gym, Garden, Security"
885,Orchid Enclave,Villa,HITEC City,44836659,"Solar Water Heater, Power Backup, Swimming Pool, Security, Garden"
886,Lakeview Towers,Apartment,Gachibowli,11380726,"Power Backup, Solar Water Heater, Children's Park, Swimming Pool"
887,Palm Centre,Commercial,Adibatla,18487048,"Solar Water Heater, Security, Gym, Swimming Pool, Children's Park, Power Backup"
888,Green Villas,Villa,Jubilee Hills,31976287,"CCTV, Swimming Pool, Lift, Parking, Power Backup, Gym"
889,Elite Residency,Apartment,Gachibowli,15958800,"Home Automation, Power Backup, Parking"
890,Skyline Villas,Villa,HITEC City,28059881,"Children's Park, Clubhouse, Home Automation, Power Backup, Lift"
891,Golden Estates,Villa,Gachibowli,24989568,"Power Backup, Lift, Clubhouse, Swimming Pool, Garden, Children's Park"
892,Elite Square,Commercial,Jubilee Hills,38832924,"Gym, Parking, Security"
893,Maple Estates,Villa,Madhapur,21849060,"Home Automation, Lift, Clubhouse, CCTV"
894,Sunshine Towers,Apartment,HITEC City,10955648,"Security, Gym, Solar Water Heater, Garden, Clubhouse, Lift"
895,Palm Estates,Villa,Narsingi,13969350,"Children's Park, Swimming Pool, Clubhouse, Lift, Home Automation, CCTV"
896,Lakeview Arcade,Commercial,Kokapet,19240780,"Home Automation, Gym, Parking, Security"
897,Orchid Towers,Apartment,Madhapur,10009818,"Home Automation, Garden, CCTV, Children's Park, Clubhouse, Solar Water Heater"
898,Skyline Enclave,Villa,Beeramguda,10761311,"Clubhouse, Power Backup, Lift, CCTV"
899,Green Flats,Apartment,Bachupally,8287040,"Parking, Solar Water Heater, Clubhouse"
900,Green Towers,Apartment,Beeramguda,4699392,"CCTV, Garden, Home Automation, Power Backup, Lift"
901,Orchid Enclave,Villa,Jubilee Hills,30808128,"Clubhouse, Parking, Gym, Security, Swimming Pool, CCTV"
902,Golden Plaza,Commercial,Kondapur,26982747,"Clubhouse, Children's Park, Parking, Lift, Garden, Solar Water Heater"
903,Skyline Flats,Apartment,Narsingi,8008000,"Gym, CCTV, Solar Water Heater, Parking, Lift, Security"
904,Green Centre,Commercial,Adibatla,20185137,"Solar Water Heater, Clubhouse, Home Automation"
905,Orchid Plaza,Commercial,Tukkuguda,5726490,"Clubhouse, Parking, Home Automation, Lift, Swimming Pool"
906,Orchid Residency,Apartment,Kondapur,9665726,"Clubhouse, Lift, Parking"
907,Orchid Centre,Commercial,Narsingi,8161334,"Clubhouse, Lift, Parking, Home Automation"
908,Green Flats,Apartment,Tukkuguda,4390716,"Solar Water Heater, Garden, Home Automation, Children's Park, Clubhouse, Gym"
909,Orchid Heights,Apartment,HITEC City,13344153,"CCTV, Gym, Swimming Pool, Parking"
910,Orchid Estates,Villa,Madhapur,19541704,"Garden, Parking, CCTV"
911,Lakeview Square,Commercial,Gachibowli,48839284,"Clubhouse, Garden, CCTV, Power Backup, Gym, Parking"
912,Palm Heights,Apartment,Narsingi,9057640,"Garden, Children's Park, Gym"
913,Palm Towers,Apartment,Bachupally,9348892,"Lift, Parking, Swimming Pool"
914,Elite Heights,Apartment,Narsingi,9543088,"Garden, Solar Water Heater, Gym, CCTV, Clubhouse, Children's Park"
915,Maple Residency,Apartment,Tukkuguda,6616324,"Home Automation, Clubhouse, Parking, Lift"
916,Meadow Villas,Villa,Patancheru,22993920,"Solar Water Heater, Power Backup, Garden, Parking"
917,Lakeview Gardens,Villa,Kokapet,38079734,"Power Backup, Home Automation, CCTV, Children's Park"
918,Green Gardens,Villa,Tukkuguda,14221326,"Garden, Security, Solar Water Heater, Home Automation, CCTV, Parking"
919,Orchid Residency,Apartment,Patancheru,4520022,"Home Automation, Parking, CCTV, Solar Water Heater"
920,Meadow Villas,Villa,Jubilee Hills,32836950,"Gym, Security, Power Backup, Garden, Clubhouse"
921,Sunshine Enclave,Villa,Miyapur,18276938,"CCTV, Garden, Lift, Power Backup"
922,Golden Estates,Villa,Adibatla,11052712,"Home Automation, Clubhouse, Lift"
923,Maple Gardens,Villa,Miyapur,15520778,"Security, Children's Park, Clubhouse, Lift, Garden"
924,Golden Flats,Apartment,Gachibowli,16393034,"CCTV, Children's Park, Solar Water Heater"
925,Green Gardens,Villa,Beeramguda,12925168,"Clubhouse, Swimming Pool, Parking, Lift, Garden"
926,Green Residency,Apartment,Patancheru,6113338,"Clubhouse, Lift, Gym, Children's Park"
927,Golden Square,Commercial,Kondapur,21639192,"Solar Water Heater, Power Backup, Swimming Pool, CCTV, Parking"
928,Sunshine Plaza,Commercial,Tukkuguda,13715133,"Swimming Pool, Solar Water Heater, Security, Garden, Children's Park"
929,Orchid Enclave,Villa,Bachupally,21752304,"Solar Water Heater, Security, Lift, CCTV, Parking, Gym"
930,Orchid Villas,Villa,Kokapet,31682868,"Power Backup, CCTV, Home Automation, Parking"
931,Skyline Centre,Commercial,Kondapur,14219100,"Solar Water Heater, Lift, Parking, Home Automation, Children's Park"
932,Palm Estates,Villa,Tukkuguda,13718379,"Parking, Garden, Security, Gym"
933,Orchid Villas,Villa,Beeramguda,15712144,"Parking, Children's Park, Home Automation, Clubhouse, Gym, Security"
934,Lakeview Villas,Villa,Jubilee Hills,23159286,"Solar Water Heater, Lift, Security"
935,Palm Heights,Apartment,Narsingi,6851234,"Children's Park, Clubhouse, Parking"
936,Maple Plaza,Commercial,Madhapur,10142976,"Gym, Parking, Clubhouse, Children's Park, Swimming Pool, Power Backup"
937,Sunshine Plaza,Commercial,Gachibowli,18361452,"CCTV, Home Automation, Clubhouse, Garden, Swimming Pool"
938,Elite Towers,Apartment,Gachibowli,14835361,"Home Automation, Garden, Solar Water Heater, Children's Park"
939,Orchid Flats,Apartment,Bachupally,9196539,"Gym, Swimming Pool, Lift, Clubhouse, Home Automation, Solar Water Heater"
940,Skyline Flats,Apartment,Narsingi,11111975,"Children's Park, Swimming Pool, Solar Water Heater, Garden"
941,Orchid Towers,Apartment,HITEC City,16250774,"Children's Park, Swimming Pool, Security, Clubhouse, Power Backup"
942,Maple Towers,Apartment,Narsingi,11252516,"Gym, Power Backup, Security, Clubhouse"
943,Sunshine Arcade,Commercial,HITEC City,21776850,"Home Automation, Security, Garden, Parking, Solar Water Heater, Swimming Pool"
944,Lakeview Heights,Apartment,Kokapet,13922760,"Lift, Clubhouse, CCTV"
945,Elite Villas,Villa,Narsingi,12351042,"Power Backup, CCTV, Children's Park, Swimming Pool, Clubhouse"
946,Sunshine Square,Commercial,Patancheru,17584361,"Swimming Pool, CCTV, Solar Water Heater, Garden"
947,Palm Square,Commercial,Adibatla,23678350,"Garden, Parking, Home Automation"
948,Orchid Square,Commercial,Patancheru,12844170,"Swimming Pool, Solar Water Heater, Garden, Children's Park"
949,Sunshine Arcade,Commercial,Miyapur,31185532,"Clubhouse, Security, Gym, Home Automation, Garden"
950,Meadow Square,Commercial,Tukkuguda,15776453,"Garden, Gym, Swimming Pool"
951,Orchid Gardens,Villa,Madhapur,18713251,"Solar Water Heater, Gym, CCTV, Parking"
952,Golden Heights,Apartment,Kondapur,7441711,"CCTV, Gym, Security, Swimming Pool, Home Automation"
953,Golden Flats,Apartment,Adibatla,7048252,"Solar Water Heater, Security, Home Automation, Garden"
954,Elite Gardens,Villa,Beeramguda,11392125,"Security, Garden, Gym, Power Backup"
955,Lakeview Villas,Villa,Gachibowli,45078390,"Gym, Swimming Pool, Children's Park, Security"
956,Palm Flats,Apartment,Tukkuguda,6151764,"Home Automation, Children's Park, Clubhouse"
957,Sunshine Square,Commercial,Jubilee Hills,17498544,"Gym, Security, CCTV"
958,Maple Centre,Commercial,Patancheru,5498928,"Gym, Home Automation, Clubhouse"
959,Green Plaza,Commercial,Tukkuguda,20679714,"Home Automation, Solar Water Heater, Children's Park, Swimming Pool"
960,Lakeview Arcade,Commercial,Patancheru,25609419,"Swimming Pool, Garden, Parking, Clubhouse, Power Backup, Home Automation"
961,Sunshine Arcade,Commercial,Kokapet,51940810,"Solar Water Heater, Swimming Pool, Home Automation"
962,Meadow Estates,Villa,Patancheru,16396800,"Garden, Power Backup, Clubhouse, Security, CCTV"
963,Elite Heights,Apartment,Beeramguda,7815300,"Security, Lift, Swimming Pool"
964,Green Plaza,Commercial,Narsingi,16443408,"Parking, Lift, CCTV, Garden, Solar Water Heater"
965,Green Villas,Villa,Adibatla,15392643,"Power Backup, CCTV, Solar Water Heater, Garden"
966,Sunshine Estates,Villa,Jubilee Hills,29088378,"Security, Clubhouse, Garden, Swimming Pool"
967,Green Square,Commercial,Tukkuguda,17353204,"Swimming Pool, Security, Power Backup, Children's Park, Solar Water Heater"
968,Orchid Villas,Villa,Beeramguda,13719156,"Security, Garden, Swimming Pool, Power Backup"
969,Elite Arcade,Commercial,Jubilee Hills,17684568,"Parking, Lift, Home Automation"
970,Lakeview Centre,Commercial,Beeramguda,14115319,"Home Automation, Garden, Parking"
971,Golden Villas,Villa,Bachupally,17898356,"Gym, Clubhouse, Security"
972,Maple Villas,Villa,Gachibowli,26637450,"Parking, CCTV, Solar Water Heater, Gym, Power Backup"
973,Lakeview Estates,Villa,Gachibowli,34306888,"Lift, Solar Water Heater, Home Automation, Power Backup"
974,Orchid Heights,Apartment,Gachibowli,13319903,"Security, Children's Park, Clubhouse, Swimming Pool, Parking, Garden"
975,Golden Villas,Villa,Jubilee Hills,43732667,"Parking, Home Automation, Children's Park, Clubhouse"
976,Lakeview Arcade,Commercial,HITEC City,15810753,"Parking, Lift, Power Backup, Security"
977,Lakeview Villas,Villa,Adibatla,14647176,"Power Backup, Garden, Swimming Pool, Home Automation, Security, CCTV"
978,Sunshine Heights,Apartment,Jubilee Hills,13939498,"Lift, Security, Swimming Pool, Clubhouse, Children's Park"
979,Orchid Heights,Apartment,Jubilee Hills,11426976,"Garden, Lift, Power Backup, Solar Water Heater, Parking, Gym"
980,Green Towers,Apartment,Patancheru,5625224,"Parking, Clubhouse, Garden, Home Automation"
981,Skyline Centre,Commercial,Tukkuguda,8452698,"Security, Lift, Parking, Garden, Children's Park, Gym"
982,Golden Square,Commercial,HITEC City,46302202,"Lift, Solar Water Heater, Garden, Clubhouse, CCTV, Home Automation"
983,Green Estates,Villa,Adibatla,19458274,"Home Automation, Power Backup, Parking"
984,Sunshine Towers,Apartment,Patancheru,5176288,"Home Automation, Security, Children's Park, CCTV, Parking, Garden"
985,Palm Estates,Villa,Adibatla,14750814,"Solar Water Heater, Clubhouse, CCTV, Security, Gym, Garden"
986,Golden Flats,Apartment,Beeramguda,7492459,"Solar Water Heater, Gym, Parking, Swimming Pool, Garden"
987,Maple Residency,Apartment,Miyapur,8464473,"Garden, Parking, Swimming Pool"
988,Meadow Gardens,Villa,Bachupally,29344144,"Lift, Parking, Home Automation"
989,Lakeview Gardens,Villa,Gachibowli,27502624,"Security, Lift, Gym, Garden, Children's Park, Parking"
990,Golden Square,Commercial,Gachibowli,45802422,"Parking, CCTV, Solar Water Heater, Lift, Gym, Clubhouse"
991,Maple Residency,Apartment,Miyapur,8504208,"Solar Water Heater, Parking, Power Backup, Security, Swimming Pool, CCTV"
992,Golden Heights,Apartment,Beeramguda,7273908,"Parking, Garden, Power Backup, Children's Park, Security"
993,Skyline Enclave,Villa,Beeramguda,13097494,"Swimming Pool, Lift, Power Backup, Garden, Security, Solar Water Heater"
994,Palm Residency,Apartment,Narsingi,7919929,"Garden, Lift, Parking, CCTV, Swimming Pool, Security"
995,Elite Enclave,Villa,Patancheru,19114528,"Solar Water Heater, Home Automation, Gym, Parking, CCTV, Clubhouse"
996,Elite Centre,Commercial,Miyapur,19431139,"Security, Clubhouse, Swimming Pool, Gym"
997,Green Estates,Villa,Bachupally,30734994,"Gym, Home Automation, Swimming Pool"
998,Sunshine Flats,Apartment,Kokapet,10474198,"Children's Park, CCTV, Garden, Home Automation, Security, Swimming Pool"
999,Lakeview Residency,Apartment,Gachibowli,10646943,"Parking, Security, Garden, Solar Water Heater, Children's Park"
1000,Palm Centre,Commercial,HITEC City,37353680,"Power Backup, Home Automation, Garden, Security, Solar Water Heater"
